ensembl_transcript_id	ensembl_gene_id	cds_length	gene_biotype	external_gene_name	ensembl_peptide_id_version
ENSMUST00000214840	ENSMUSG00000094493	951	protein_coding	Olfr700	ENSMUSP00000150320.1
ENSMUST00000215436	ENSMUSG00000094496	936	protein_coding	Olfr792	ENSMUSP00000149872.1
ENSMUST00000179364	ENSMUSG00000094500	282	protein_coding	Smim18	ENSMUSP00000136891.1
ENSMUST00000179205	ENSMUSG00000094504	651	protein_coding	Gm5294	ENSMUSP00000137099.1
ENSMUST00000179880	ENSMUSG00000094507	1083	protein_coding	Gm21913	ENSMUSP00000135928.1
ENSMUST00000186047	ENSMUSG00000094511	1143	protein_coding	Gm21693	ENSMUSP00000139784.1
ENSMUST00000178645	ENSMUSG00000094514	366	protein_coding	AC133103.3	ENSMUSP00000137243.1
ENSMUST00000098185	ENSMUSG00000094520	966	protein_coding	Olfr635	ENSMUSP00000095788.1
ENSMUST00000210963	ENSMUSG00000094531	954	protein_coding	Olfr671	ENSMUSP00000148008.1
ENSMUST00000168926	ENSMUSG00000094532	918	protein_coding	Gm4216	ENSMUSP00000131872.1
ENSMUST00000077347	ENSMUSG00000094535	948	protein_coding	Olfr850	ENSMUSP00000076569.2
ENSMUST00000215647	ENSMUSG00000094539	930	protein_coding	Olfr191	ENSMUSP00000150473.1
ENSMUST00000165916	ENSMUSG00000094542	924	protein_coding	Vmn1r149	ENSMUSP00000132932.1
ENSMUST00000166350	ENSMUSG00000094543	641	protein_coding	Gm8212	ENSMUSP00000130823.1
ENSMUST00000164245	ENSMUSG00000094545	924	protein_coding	Vmn1r101	ENSMUSP00000129819.1
ENSMUST00000089417	ENSMUSG00000094553	933	protein_coding	Vmn1r50	ENSMUSP00000100705.3
ENSMUST00000179829	ENSMUSG00000094556	684	protein_coding	Gm20821	ENSMUSP00000136629.2
ENSMUST00000105020	ENSMUSG00000094558	1497	protein_coding	Btbd35f11	ENSMUSP00000100637.1
ENSMUST00000109515	ENSMUSG00000094559	1515	protein_coding	Cyp2d34	ENSMUSP00000105141.1
ENSMUST00000097479	ENSMUSG00000094560	1224	protein_coding	A430089I19Rik	ENSMUSP00000095087.1
ENSMUST00000179973	ENSMUSG00000094564	372	protein_coding	Gm21870	ENSMUSP00000137383.1
ENSMUST00000187293	ENSMUSG00000094570	669	protein_coding	Gm20931	ENSMUSP00000140468.1
ENSMUST00000177666	ENSMUSG00000094575	684	protein_coding	Gm20738	ENSMUSP00000136636.1
ENSMUST00000179935	ENSMUSG00000094576	1422	protein_coding	AC087559.3	ENSMUSP00000137502.1
ENSMUST00000177994	ENSMUSG00000094577	714	protein_coding	4921511M17Rik	ENSMUSP00000137533.1
ENSMUST00000181603	ENSMUSG00000094578	783	protein_coding	Gm3187	ENSMUSP00000138041.1
ENSMUST00000177684	ENSMUSG00000094584	1035	protein_coding	Ms4a18	ENSMUSP00000136529.1
ENSMUST00000204949	ENSMUSG00000094586	936	protein_coding	Vmn1r41	ENSMUSP00000145199.1
ENSMUST00000076504	ENSMUSG00000094588	951	protein_coding	Olfr898	ENSMUSP00000075824.1
ENSMUST00000172322	ENSMUSG00000094589	921	protein_coding	Vmn1r118	ENSMUSP00000125956.1
ENSMUST00000181786	ENSMUSG00000094590	384	protein_coding	Gm10251	ENSMUSP00000137842.1
ENSMUST00000112565	ENSMUSG00000094592	714	protein_coding	Gm15140	ENSMUSP00000108184.1
ENSMUST00000180239	ENSMUSG00000094595	900	protein_coding	Fsbp	ENSMUSP00000137082.1
ENSMUST00000179325	ENSMUSG00000094596	1497	protein_coding	Btbd35f20	ENSMUSP00000137373.1
ENSMUST00000177740	ENSMUSG00000094601	711	protein_coding	Gm5926	ENSMUSP00000136043.1
ENSMUST00000228832	ENSMUSG00000094602	915	protein_coding	Vmn1r169	ENSMUSP00000154343.1
ENSMUST00000074943	ENSMUSG00000094606	2586	protein_coding	Vmn2r50	ENSMUSP00000074476.6
ENSMUST00000209545	ENSMUSG00000094612	933	protein_coding	Olfr491	ENSMUSP00000148094.1
ENSMUST00000179399	ENSMUSG00000094613	324	protein_coding	A630076J17Rik	ENSMUSP00000137603.1
ENSMUST00000186890	ENSMUSG00000094616	669	protein_coding	Gm20888	ENSMUSP00000140067.1
ENSMUST00000094992	ENSMUSG00000094618	549	protein_coding	Gm13271	ENSMUSP00000092600.1
ENSMUST00000178148	ENSMUSG00000094620	702	protein_coding	Cldn34c3	ENSMUSP00000136078.1
ENSMUST00000218939	ENSMUSG00000094622	732	protein_coding	Gm3055	ENSMUSP00000151912.1
ENSMUST00000179874	ENSMUSG00000094624	639	protein_coding	Gm4836	ENSMUSP00000137394.1
ENSMUST00000178687	ENSMUSG00000094626	1719	protein_coding	Tmem121b	ENSMUSP00000135924.1
ENSMUST00000165619	ENSMUSG00000094628	651	protein_coding	Gm3252	ENSMUSP00000129533.1
ENSMUST00000095239	ENSMUSG00000094632	963	protein_coding	Gm10310	ENSMUSP00000092867.2
ENSMUST00000165193	ENSMUSG00000094634	651	protein_coding	Gm3468	ENSMUSP00000130760.1
ENSMUST00000228195	ENSMUSG00000094637	909	protein_coding	Vmn1r204	ENSMUSP00000154519.1
ENSMUST00000135197	ENSMUSG00000094638	295	protein_coding	Gm21972	ENSMUSP00000136581.1
ENSMUST00000190551	ENSMUSG00000094647	669	protein_coding	Gm21650	ENSMUSP00000141092.1
ENSMUST00000179490	ENSMUSG00000094648	549	protein_coding	Gm13287	ENSMUSP00000136234.1
ENSMUST00000180168	ENSMUSG00000094649	537	protein_coding	Gm7102	ENSMUSP00000137574.1
ENSMUST00000094663	ENSMUSG00000094651	1191	protein_coding	Gal3st2	ENSMUSP00000092250.2
ENSMUST00000171534	ENSMUSG00000094658	1143	protein_coding	Rbmy	ENSMUSP00000130080.1
ENSMUST00000189463	ENSMUSG00000094660	684	protein_coding	Gm21394	ENSMUSP00000141090.1
ENSMUST00000118540	ENSMUSG00000094661	327	protein_coding	Ccl19	ENSMUSP00000137353.1
ENSMUST00000095424	ENSMUSG00000094662	282	protein_coding	Defa36	ENSMUSP00000093074.4
ENSMUST00000213649	ENSMUSG00000094669	933	protein_coding	Olfr441	ENSMUSP00000150572.1
ENSMUST00000162046	ENSMUSG00000094672	2568	protein_coding	Vmn2r25	ENSMUSP00000124342.1
ENSMUST00000204587	ENSMUSG00000094673	933	protein_coding	Olfr1354	ENSMUSP00000144801.2
ENSMUST00000217450	ENSMUSG00000094678	930	protein_coding	Olfr857	ENSMUSP00000150889.3
ENSMUST00000189253	ENSMUSG00000094679	684	protein_coding	Gm21721	ENSMUSP00000139987.1
ENSMUST00000105197	ENSMUSG00000094680	945	protein_coding	Vmn1r121	ENSMUSP00000100832.2
ENSMUST00000191169	ENSMUSG00000094682	906	protein_coding	Gm6902	ENSMUSP00000140400.1
ENSMUST00000095114	ENSMUSG00000094686	402	protein_coding	Ccl21a	ENSMUSP00000092732.4
ENSMUST00000095425	ENSMUSG00000094687	279	protein_coding	Defa25	ENSMUSP00000093075.1
ENSMUST00000178179	ENSMUSG00000094690	306	protein_coding	1600014C23Rik	ENSMUSP00000136788.1
ENSMUST00000214853	ENSMUSG00000094692	936	protein_coding	Olfr738	ENSMUSP00000150351.1
ENSMUST00000108002	ENSMUSG00000094695	264	protein_coding	Gm21953	ENSMUSP00000103637.3
ENSMUST00000174643	ENSMUSG00000094700	924	protein_coding	Vmn1r158	ENSMUSP00000133990.1
ENSMUST00000214093	ENSMUSG00000094701	933	protein_coding	Olfr916	ENSMUSP00000149578.1
ENSMUST00000096148	ENSMUSG00000094706	615	protein_coding	Gm10338	ENSMUSP00000093862.4
ENSMUST00000178145	ENSMUSG00000094714	468	protein_coding	Gm16430	ENSMUSP00000136901.1
ENSMUST00000167617	ENSMUSG00000094715	636	protein_coding	Gm17078	ENSMUSP00000137655.1
ENSMUST00000177891	ENSMUSG00000094719	306	protein_coding	Gm5108	ENSMUSP00000137034.1
ENSMUST00000208533	ENSMUSG00000094721	924	protein_coding	Olfr1462	ENSMUSP00000147174.1
ENSMUST00000180291	ENSMUSG00000094722	1446	protein_coding	AC125178.1	ENSMUSP00000136941.1
ENSMUST00000089119	ENSMUSG00000094724	780	protein_coding	Rnaset2b	ENSMUSP00000086519.5
ENSMUST00000179538	ENSMUSG00000094727	1497	protein_coding	Btbd35f5	ENSMUSP00000136330.1
ENSMUST00000180119	ENSMUSG00000094728	372	protein_coding	AC132444.2	ENSMUSP00000137125.1
ENSMUST00000187856	ENSMUSG00000094729	684	protein_coding	Gm20747	ENSMUSP00000139491.1
ENSMUST00000089628	ENSMUSG00000094733	294	protein_coding	Gm5416	ENSMUSP00000087054.3
ENSMUST00000214182	ENSMUSG00000094734	936	protein_coding	Olfr799	ENSMUSP00000149485.1
ENSMUST00000168984	ENSMUSG00000094735	924	protein_coding	Vmn1r95	ENSMUSP00000129501.1
ENSMUST00000190349	ENSMUSG00000094739	684	protein_coding	Gm20806	ENSMUSP00000141047.1
ENSMUST00000178291	ENSMUSG00000094741	1224	protein_coding	AC140325.2	ENSMUSP00000136877.1
ENSMUST00000080329	ENSMUSG00000094745	945	protein_coding	Olfr954	ENSMUSP00000079205.1
ENSMUST00000185338	ENSMUSG00000094746	669	protein_coding	Gm20916	ENSMUSP00000140607.1
ENSMUST00000099604	ENSMUSG00000094747	939	protein_coding	Olfr1307	ENSMUSP00000097199.3
ENSMUST00000174637	ENSMUSG00000094748	924	protein_coding	Gm8677	ENSMUSP00000134659.1
ENSMUST00000087773	ENSMUSG00000094755	924	protein_coding	Olfr1453	ENSMUSP00000085071.1
ENSMUST00000168580	ENSMUSG00000094757	921	protein_coding	Gm4498	ENSMUSP00000131047.1
ENSMUST00000180344	ENSMUSG00000094759	639	protein_coding	Gm10487	ENSMUSP00000136976.1
ENSMUST00000098744	ENSMUSG00000094762	966	protein_coding	Gm10670	ENSMUSP00000096340.1
ENSMUST00000213258	ENSMUSG00000094764	930	protein_coding	Olfr346	ENSMUSP00000149916.1
ENSMUST00000188908	ENSMUSG00000094773	684	protein_coding	Gm21812	ENSMUSP00000140302.1
ENSMUST00000081342	ENSMUSG00000094777	393	protein_coding	Hist1h2ap	ENSMUSP00000080088.5
ENSMUST00000093865	ENSMUSG00000094778	942	protein_coding	Olfr143	ENSMUSP00000091388.2
ENSMUST00000188881	ENSMUSG00000094782	669	protein_coding	Gm21256	ENSMUSP00000140938.1
ENSMUST00000165988	ENSMUSG00000094784	641	protein_coding	Gm8122	ENSMUSP00000131304.1
ENSMUST00000108947	ENSMUSG00000094786	1209	protein_coding	Gm14403	ENSMUSP00000104575.2
ENSMUST00000190946	ENSMUSG00000094789	669	protein_coding	Gm28490	ENSMUSP00000140770.1
ENSMUST00000179677	ENSMUSG00000094791	837	protein_coding	AC126035.1	ENSMUSP00000135923.1
ENSMUST00000117932	ENSMUSG00000094793	543	protein_coding	Mup12	ENSMUSP00000112787.1
ENSMUST00000225029	ENSMUSG00000094796	504	protein_coding	BC147527	ENSMUSP00000153422.1
ENSMUST00000115928	ENSMUSG00000094799	366	protein_coding	AC125149.4	ENSMUSP00000111591.2
ENSMUST00000184915	ENSMUSG00000094800	327	protein_coding	Gm9780	ENSMUSP00000145436.1
ENSMUST00000178342	ENSMUSG00000094802	714	protein_coding	Samt1	ENSMUSP00000137062.1
ENSMUST00000163725	ENSMUSG00000094804	641	protein_coding	Gm21977	ENSMUSP00000127377.2
ENSMUST00000216473	ENSMUSG00000094805	927	protein_coding	Olfr311	ENSMUSP00000150870.1
ENSMUST00000072776	ENSMUSG00000094806	1515	protein_coding	Cyp2d10	ENSMUSP00000072555.3
ENSMUST00000076638	ENSMUSG00000094808	744	protein_coding	1810009J06Rik	ENSMUSP00000075935.5
ENSMUST00000214003	ENSMUSG00000094810	933	protein_coding	Olfr907	ENSMUSP00000149897.1
ENSMUST00000170923	ENSMUSG00000094811	804	protein_coding	Gm21103	ENSMUSP00000131334.2
ENSMUST00000187434	ENSMUSG00000094813	699	protein_coding	Gm20777	ENSMUSP00000140872.1
ENSMUST00000157020	ENSMUSG00000094814	206	protein_coding	Gm21973	ENSMUSP00000120297.1
ENSMUST00000184577	ENSMUSG00000094817	549	protein_coding	Cphx3	ENSMUSP00000139300.1
ENSMUST00000084041	ENSMUSG00000094818	288	protein_coding	Defa32	ENSMUSP00000081054.3
ENSMUST00000084456	ENSMUSG00000094819	939	protein_coding	Olfr53	ENSMUSP00000081494.3
ENSMUST00000186938	ENSMUSG00000094821	669	protein_coding	Gm21518	ENSMUSP00000140794.1
ENSMUST00000215723	ENSMUSG00000094822	951	protein_coding	Olfr243	ENSMUSP00000150329.1
ENSMUST00000180143	ENSMUSG00000094825	780	protein_coding	Gm3194	ENSMUSP00000137641.1
ENSMUST00000097490	ENSMUSG00000094836	1080	protein_coding	AC123873.3	ENSMUSP00000095098.4
ENSMUST00000190516	ENSMUSG00000094838	687	protein_coding	Gm20828	ENSMUSP00000139764.1
ENSMUST00000179412	ENSMUSG00000094840	657	protein_coding	Muc3a	ENSMUSP00000136061.1
ENSMUST00000178597	ENSMUSG00000094845	531	protein_coding	Tmem95	ENSMUSP00000137492.1
ENSMUST00000217061	ENSMUSG00000094846	948	protein_coding	Olfr1487	ENSMUSP00000149988.2
ENSMUST00000178327	ENSMUSG00000094855	1446	protein_coding	AC133095.1	ENSMUSP00000137276.1
ENSMUST00000166899	ENSMUSG00000094856	1017	protein_coding	Gm21962	ENSMUSP00000126626.2
ENSMUST00000213398	ENSMUSG00000094858	939	protein_coding	Olfr1297	ENSMUSP00000150543.1
ENSMUST00000178143	ENSMUSG00000094860	1497	protein_coding	Btbd35f27	ENSMUSP00000137066.1
ENSMUST00000063726	ENSMUSG00000094861	1035	protein_coding	Gm5072	ENSMUSP00000064613.4
ENSMUST00000165345	ENSMUSG00000094864	468	protein_coding	Gm17521	ENSMUSP00000130606.1
ENSMUST00000179612	ENSMUSG00000094867	543	protein_coding	Gm21900	ENSMUSP00000137084.1
ENSMUST00000180373	ENSMUSG00000094869	498	protein_coding	Gm21679	ENSMUSP00000136773.1
ENSMUST00000223722	ENSMUSG00000094870	1860	protein_coding	Zfp131	ENSMUSP00000153044.1
ENSMUST00000178199	ENSMUSG00000094874	366	protein_coding	AC132444.3	ENSMUSP00000136452.1
ENSMUST00000105019	ENSMUSG00000094876	1497	protein_coding	Btbd35f18	ENSMUSP00000100636.2
ENSMUST00000215726	ENSMUSG00000094878	954	protein_coding	Olfr130	ENSMUSP00000149963.1
ENSMUST00000165961	ENSMUSG00000094879	924	protein_coding	Vmn1r129	ENSMUSP00000128469.1
ENSMUST00000163651	ENSMUSG00000094881	336	protein_coding	H2al2c	ENSMUSP00000126567.1
ENSMUST00000215518	ENSMUSG00000094884	918	protein_coding	Olfr105-ps	ENSMUSP00000154753.1
ENSMUST00000179348	ENSMUSG00000094885	1350	protein_coding	Ott	ENSMUSP00000135957.1
ENSMUST00000179700	ENSMUSG00000094887	1080	protein_coding	AC163611.2	ENSMUSP00000137185.1
ENSMUST00000214891	ENSMUSG00000094891	960	protein_coding	Olfr55	ENSMUSP00000153707.1
ENSMUST00000171914	ENSMUSG00000094892	2574	protein_coding	Vmn2r101	ENSMUSP00000131583.1
ENSMUST00000178065	ENSMUSG00000094893	309	protein_coding	Gm4791	ENSMUSP00000137580.1
ENSMUST00000226330	ENSMUSG00000094898	903	protein_coding	Vmn1r201	ENSMUSP00000154490.1
ENSMUST00000178595	ENSMUSG00000094904	318	protein_coding	H2al1d	ENSMUSP00000137030.1
ENSMUST00000177632	ENSMUSG00000094905	924	protein_coding	Vmn1r155	ENSMUSP00000136848.1
ENSMUST00000178224	ENSMUSG00000094910	252	protein_coding	D430019H16Rik	ENSMUSP00000137376.1
ENSMUST00000180040	ENSMUSG00000094911	1083	protein_coding	Gm21921	ENSMUSP00000136538.1
ENSMUST00000095491	ENSMUSG00000094913	672	protein_coding	Gm9507	ENSMUSP00000093145.3
ENSMUST00000179715	ENSMUSG00000094915	366	protein_coding	AC168977.2	ENSMUSP00000136885.1
ENSMUST00000099518	ENSMUSG00000094918	3054	protein_coding	Gm8765	ENSMUSP00000097118.2
ENSMUST00000097381	ENSMUSG00000094921	2574	protein_coding	Vmn2r112	ENSMUSP00000094994.3
ENSMUST00000164613	ENSMUSG00000094925	597	protein_coding	Gm5798	ENSMUSP00000128907.1
ENSMUST00000178823	ENSMUSG00000094928	726	protein_coding	1700122O11Rik	ENSMUSP00000137519.1
ENSMUST00000164544	ENSMUSG00000094929	576	protein_coding	Gm3526	ENSMUSP00000126356.1
ENSMUST00000171745	ENSMUSG00000094931	924	protein_coding	Vmn1r160	ENSMUSP00000129858.1
ENSMUST00000178133	ENSMUSG00000094932	1497	protein_coding	Gm2007	ENSMUSP00000137539.1
ENSMUST00000164537	ENSMUSG00000094934	924	protein_coding	Vmn1r163	ENSMUSP00000130288.1
ENSMUST00000180248	ENSMUSG00000094936	1086	protein_coding	Rbm4	ENSMUSP00000137345.1
ENSMUST00000179355	ENSMUSG00000094939	1083	protein_coding	Gm21773	ENSMUSP00000136679.1
ENSMUST00000179021	ENSMUSG00000094941	1350	protein_coding	Gm15093	ENSMUSP00000136661.1
ENSMUST00000187656	ENSMUSG00000094942	1680	protein_coding	Gm3604	ENSMUSP00000139845.1
ENSMUST00000179915	ENSMUSG00000094945	618	protein_coding	Rhox4a2	ENSMUSP00000136542.1
ENSMUST00000233739	ENSMUSG00000094950	2577	protein_coding	Vmn2r66	ENSMUSP00000156850.1
ENSMUST00000172163	ENSMUSG00000094954	623	protein_coding	Gm8011	ENSMUSP00000128769.1
ENSMUST00000178992	ENSMUSG00000094958	459	protein_coding	3110021N24Rik	ENSMUSP00000136370.1
ENSMUST00000179544	ENSMUSG00000094962	51	protein_coding	Gm21954	ENSMUSP00000136052.1
ENSMUST00000071617	ENSMUSG00000094970	945	protein_coding	Olfr943	ENSMUSP00000071545.5
ENSMUST00000204530	ENSMUSG00000094973	1236	protein_coding	Gm8994	ENSMUSP00000144809.1
ENSMUST00000166714	ENSMUSG00000094978	282	protein_coding	Scgb1b20	ENSMUSP00000129326.1
ENSMUST00000163096	ENSMUSG00000094981	924	protein_coding	Gm8653	ENSMUSP00000127012.1
ENSMUST00000178679	ENSMUSG00000094985	4962	protein_coding	Topaz1	ENSMUSP00000136304.1
ENSMUST00000217568	ENSMUSG00000094986	924	protein_coding	Olfr1454	ENSMUSP00000148859.1
ENSMUST00000163839	ENSMUSG00000094992	1401	protein_coding	Fbxw25	ENSMUSP00000128652.5
ENSMUST00000178236	ENSMUSG00000094995	297	protein_coding	Pate3	ENSMUSP00000136668.1
ENSMUST00000204979	ENSMUSG00000095002	936	protein_coding	Olfr798	ENSMUSP00000144716.1
ENSMUST00000187712	ENSMUSG00000095011	669	protein_coding	Gm20838	ENSMUSP00000140626.1
ENSMUST00000100888	ENSMUSG00000095015	618	protein_coding	Gm16434	ENSMUSP00000098448.3
ENSMUST00000178569	ENSMUSG00000095019	1083	protein_coding	AC234645.1	ENSMUSP00000136543.1
ENSMUST00000177792	ENSMUSG00000095022	795	protein_coding	Gm20765	ENSMUSP00000137128.1
ENSMUST00000096121	ENSMUSG00000095024	615	protein_coding	Gm5458	ENSMUSP00000093833.5
ENSMUST00000179347	ENSMUSG00000095026	597	protein_coding	Gm3336	ENSMUSP00000136399.1
ENSMUST00000192382	ENSMUSG00000095028	1194	protein_coding	Sirpb1b	ENSMUSP00000142068.1
ENSMUST00000177659	ENSMUSG00000095029	573	protein_coding	Gm36079	ENSMUSP00000137272.1
ENSMUST00000215147	ENSMUSG00000095030	942	protein_coding	Olfr1513	ENSMUSP00000149216.1
ENSMUST00000189630	ENSMUSG00000095032	699	protein_coding	Gm21310	ENSMUSP00000139580.1
ENSMUST00000179916	ENSMUSG00000095034	468	protein_coding	Gm17577	ENSMUSP00000137586.1
ENSMUST00000073721	ENSMUSG00000095040	660	protein_coding	1700001J03Rik	ENSMUSP00000073399.5
ENSMUST00000179505	ENSMUSG00000095041	441	protein_coding	AC149090.1	ENSMUSP00000136028.1
ENSMUST00000163566	ENSMUSG00000095044	641	protein_coding	Gm6401	ENSMUSP00000129907.1
ENSMUST00000171348	ENSMUSG00000095048	1083	protein_coding	Gm11239	ENSMUSP00000125805.2
ENSMUST00000167245	ENSMUSG00000095056	804	protein_coding	Gm3159	ENSMUSP00000133201.1
ENSMUST00000177638	ENSMUSG00000095061	342	protein_coding	E030018B13Rik	ENSMUSP00000136435.1
ENSMUST00000096913	ENSMUSG00000095063	639	protein_coding	Slx	ENSMUSP00000094676.3
ENSMUST00000170931	ENSMUSG00000095064	924	protein_coding	Vmn1r135	ENSMUSP00000131702.1
ENSMUST00000084042	ENSMUSG00000095066	288	protein_coding	Defa20	ENSMUSP00000081055.3
ENSMUST00000181748	ENSMUSG00000095071	516	protein_coding	AF067061	ENSMUSP00000137949.1
ENSMUST00000202642	ENSMUSG00000095074	1446	protein_coding	Gm3139	ENSMUSP00000144005.1
ENSMUST00000213970	ENSMUSG00000095075	945	protein_coding	Olfr782	ENSMUSP00000150951.1
ENSMUST00000177668	ENSMUSG00000095076	1215	protein_coding	AC125178.2	ENSMUSP00000136930.1
ENSMUST00000178871	ENSMUSG00000095081	921	protein_coding	Gm8693	ENSMUSP00000137197.1
ENSMUST00000112740	ENSMUSG00000095082	1350	protein_coding	Gm15091	ENSMUSP00000108360.1
ENSMUST00000177562	ENSMUSG00000095092	366	protein_coding	AC125149.5	ENSMUSP00000135921.1
ENSMUST00000092491	ENSMUSG00000095093	2574	protein_coding	Vmn2r111	ENSMUSP00000090148.5
ENSMUST00000215689	ENSMUSG00000095095	939	protein_coding	Olfr385	ENSMUSP00000149293.1
ENSMUST00000179549	ENSMUSG00000095098	609	protein_coding	Ccdc85b	ENSMUSP00000137537.1
ENSMUST00000179725	ENSMUSG00000095101	549	protein_coding	Gm13285	ENSMUSP00000137222.1
ENSMUST00000178929	ENSMUSG00000095104	258	protein_coding	Esp15	ENSMUSP00000137292.1
ENSMUST00000179308	ENSMUSG00000095105	627	protein_coding	Edaradd	ENSMUSP00000136158.1
ENSMUST00000178553	ENSMUSG00000095108	468	protein_coding	Gm17467	ENSMUSP00000136730.1
ENSMUST00000100697	ENSMUSG00000095113	641	protein_coding	Gm3633	ENSMUSP00000098262.3
ENSMUST00000178344	ENSMUSG00000095115	1608	protein_coding	Itpripl2	ENSMUSP00000136409.1
ENSMUST00000226909	ENSMUSG00000095125	903	protein_coding	Vmn1r198	ENSMUSP00000153942.1
ENSMUST00000185713	ENSMUSG00000095135	669	protein_coding	Gm21858	ENSMUSP00000140010.1
ENSMUST00000204108	ENSMUSG00000095138	936	protein_coding	Olfr781	ENSMUSP00000145356.1
ENSMUST00000178174	ENSMUSG00000095139	1338	protein_coding	Pou3f2	ENSMUSP00000136147.1
ENSMUST00000189333	ENSMUSG00000095141	669	protein_coding	Gm28891	ENSMUSP00000140248.1
ENSMUST00000179429	ENSMUSG00000095143	1122	protein_coding	Hsd3b4	ENSMUSP00000136588.1
ENSMUST00000187857	ENSMUSG00000095148	699	protein_coding	Gm20873	ENSMUSP00000140138.1
ENSMUST00000185776	ENSMUSG00000095153	669	protein_coding	Gm21095	ENSMUSP00000140431.1
ENSMUST00000208176	ENSMUSG00000095156	918	protein_coding	Olfr1281	ENSMUSP00000151304.1
ENSMUST00000179206	ENSMUSG00000095163	921	protein_coding	Vmn1r138	ENSMUSP00000137285.1
ENSMUST00000092658	ENSMUSG00000095171	1077	protein_coding	Taar7b	ENSMUSP00000090328.1
ENSMUST00000188422	ENSMUSG00000095172	687	protein_coding	Gm20822	ENSMUSP00000139707.1
ENSMUST00000184866	ENSMUSG00000095180	642	protein_coding	Rhox5	ENSMUSP00000139179.1
ENSMUST00000099046	ENSMUSG00000095186	681	protein_coding	Gm10718	ENSMUSP00000096645.3
ENSMUST00000213256	ENSMUSG00000095187	936	protein_coding	Olfr1381	ENSMUSP00000149881.1
ENSMUST00000096201	ENSMUSG00000095189	945	protein_coding	Olfr1472	ENSMUSP00000093915.3
ENSMUST00000191073	ENSMUSG00000095190	906	protein_coding	Gm10668	ENSMUSP00000140440.1
ENSMUST00000105195	ENSMUSG00000095191	924	protein_coding	Gm5725	ENSMUSP00000100830.1
ENSMUST00000178728	ENSMUSG00000095195	651	protein_coding	Gm3005	ENSMUSP00000136856.1
ENSMUST00000178443	ENSMUSG00000095199	1458	protein_coding	Zfp967	ENSMUSP00000136521.1
ENSMUST00000165330	ENSMUSG00000095201	924	protein_coding	Vmn1r91	ENSMUSP00000129283.1
ENSMUST00000177766	ENSMUSG00000095207	2214	protein_coding	CR974586.1	ENSMUSP00000136969.1
ENSMUST00000217618	ENSMUSG00000095212	933	protein_coding	Olfr473	ENSMUSP00000150610.1
ENSMUST00000177649	ENSMUSG00000095213	309	protein_coding	Gm9944	ENSMUSP00000137513.1
ENSMUST00000091709	ENSMUSG00000095217	381	protein_coding	Hist1h2bn	ENSMUSP00000089301.2
ENSMUST00000214922	ENSMUSG00000095218	948	protein_coding	Olfr1338	ENSMUSP00000149448.2
ENSMUST00000177999	ENSMUSG00000095224	633	protein_coding	F930015N05Rik	ENSMUSP00000137599.1
ENSMUST00000100695	ENSMUSG00000095226	555	protein_coding	Gm10377	ENSMUSP00000098260.3
ENSMUST00000180197	ENSMUSG00000095229	1497	protein_coding	Btbd35f26	ENSMUSP00000136839.1
ENSMUST00000165813	ENSMUSG00000095232	282	protein_coding	Scgb1b19	ENSMUSP00000132661.2
ENSMUST00000107988	ENSMUSG00000095234	264	protein_coding	Gm21586	ENSMUSP00000103622.3
ENSMUST00000215796	ENSMUSG00000095236	954	protein_coding	Olfr38	ENSMUSP00000149726.1
ENSMUST00000213521	ENSMUSG00000095239	945	protein_coding	Olfr497	ENSMUSP00000150439.1
ENSMUST00000179096	ENSMUSG00000095240	264	protein_coding	Cypt14	ENSMUSP00000137274.1
ENSMUST00000229963	ENSMUSG00000095241	1608	protein_coding	Gm5478	ENSMUSP00000155269.1
ENSMUST00000185576	ENSMUSG00000095242	684	protein_coding	Gm20834	ENSMUSP00000140814.1
ENSMUST00000179871	ENSMUSG00000095247	408	protein_coding	Ccl27	ENSMUSP00000137101.1
ENSMUST00000216247	ENSMUSG00000095248	948	protein_coding	Olfr681	ENSMUSP00000150733.1
ENSMUST00000179211	ENSMUSG00000095250	366	protein_coding	AC133103.4	ENSMUSP00000137208.1
ENSMUST00000091692	ENSMUSG00000095251	1023	protein_coding	Gm10697	ENSMUSP00000089284.3
ENSMUST00000202988	ENSMUSG00000095253	1947	protein_coding	Zfp799	ENSMUSP00000144480.1
ENSMUST00000179481	ENSMUSG00000095257	282	protein_coding	Scgb1b3	ENSMUSP00000136099.1
ENSMUST00000189577	ENSMUSG00000095263	669	protein_coding	Gm21094	ENSMUSP00000141113.1
ENSMUST00000186035	ENSMUSG00000095267	699	protein_coding	Ssty1	ENSMUSP00000139883.1
ENSMUST00000102807	ENSMUSG00000095270	573	protein_coding	Ifna9	ENSMUSP00000099871.1
ENSMUST00000169697	ENSMUSG00000095273	918	protein_coding	Vmn1r142	ENSMUSP00000126410.1
ENSMUST00000179079	ENSMUSG00000095275	924	protein_coding	Vmn1r107	ENSMUSP00000136232.1
ENSMUST00000179443	ENSMUSG00000095276	1515	protein_coding	Gfy	ENSMUSP00000135927.1
ENSMUST00000177817	ENSMUSG00000095280	681	protein_coding	Gm21738	ENSMUSP00000137127.1
ENSMUST00000215414	ENSMUSG00000095286	954	protein_coding	Olfr117	ENSMUSP00000150204.1
ENSMUST00000079797	ENSMUSG00000095293	639	protein_coding	Gm10058	ENSMUSP00000078727.6
ENSMUST00000178438	ENSMUSG00000095294	1053	protein_coding	Gm21119	ENSMUSP00000137434.1
