transcript_length	ensembl_peptide_id_version	external_gene_name	gene_biotype
ENSMUSG00000074449	2522	ENSMUSP00000081059.5	Gm15319	protein_coding
ENSMUSG00000074452	2215	ENSMUSP00000113239.1	Pate2	protein_coding
ENSMUSG00000074454	424	ENSMUSP00000096507.3	Defb33	protein_coding
ENSMUSG00000074457	1127	ENSMUSP00000096510.3	S100a16	protein_coding
ENSMUSG00000074472	2958	ENSMUSP00000136074.1	Zfp872	protein_coding
ENSMUSG00000074473	1839	ENSMUSP00000096536.1	A230072I06Rik	protein_coding
ENSMUSG00000074476	1696	ENSMUSP00000150475.1	Spc24	protein_coding
ENSMUSG00000074480	5778	ENSMUSP00000134222.1	Mex3a	protein_coding
ENSMUSG00000074483	440	ENSMUSP00000075425.4	Bglap	protein_coding
ENSMUSG00000074486	471	ENSMUSP00000096555.2	Bglap2	protein_coding
ENSMUSG00000074489	2051	ENSMUSP00000103166.1	Bglap3	protein_coding
ENSMUSG00000074491	1442	ENSMUSP00000124493.1	Clec4g	protein_coding
ENSMUSG00000074497	2945	ENSMUSP00000096566.3	A430078G23Rik	protein_coding
ENSMUSG00000074500	2918	ENSMUSP00000126946.1	Zfp558	protein_coding
ENSMUSG00000074502	4430	ENSMUSP00000126540.1	Ubtfl1	protein_coding
ENSMUSG00000074505	18760	ENSMUSP00000148968.1	Fat3	protein_coding
ENSMUSG00000074513	2799	ENSMUSP00000096588.3	Arfip1	protein_coding
ENSMUSG00000074519	1413	ENSMUSP00000104554.2	Zfp971	protein_coding
ENSMUSG00000074521	1451	ENSMUSP00000104563.1	Gm14327	protein_coding
ENSMUSG00000074527	5159	ENSMUSP00000115243.1	Gm14296	protein_coding
ENSMUSG00000074529	561	ENSMUSP00000104562.2	Zfp972	protein_coding
ENSMUSG00000074564	669	ENSMUSP00000096649.3	Gm10720	protein_coding
ENSMUSG00000074569	2220	ENSMUSP00000096659.1	Gcnt7	protein_coding
ENSMUSG00000074570	3731	ENSMUSP00000096660.2	Cass4	protein_coding
ENSMUSG00000074575	4089	ENSMUSP00000104815.1	Kcng1	protein_coding
ENSMUSG00000074576	1973	ENSMUSP00000096670.3	Mocs3	protein_coding
ENSMUSG00000074577	3580	ENSMUSP00000096672.2	Ripor3	protein_coding
ENSMUSG00000074579	2461	ENSMUSP00000096674.2	Lekr1	protein_coding
ENSMUSG00000074582	8770	ENSMUSP00000096677.3	Arfgef2	protein_coding
ENSMUSG00000074591	2696	ENSMUSP00000096689.3	Ankub1	protein_coding
ENSMUSG00000074593	443	ENSMUSP00000099386.3	Spint5	protein_coding
ENSMUSG00000074594	547	ENSMUSP00000104959.1	Wfdc9	protein_coding
ENSMUSG00000074595	805	ENSMUSP00000096694.2	Wfdc6a	protein_coding
ENSMUSG00000074596	557	ENSMUSP00000096695.3	Spint3	protein_coding
ENSMUSG00000074604	603	ENSMUSP00000096705.3	Mgst2	protein_coding
ENSMUSG00000074607	2947	ENSMUSP00000105055.2	Tox2	protein_coding
ENSMUSG00000074619	2348	ENSMUSP00000141045.1	1700034I23Rik	protein_coding
ENSMUSG00000074622	3363	ENSMUSP00000096728.3	Mafb	protein_coding
ENSMUSG00000074623	803	ENSMUSP00000105101.2	Gm826	protein_coding
ENSMUSG00000074625	2162	ENSMUSP00000096736.3	Arhgap40	protein_coding
ENSMUSG00000074627	3460	ENSMUSP00000124362.1	Mroh8	protein_coding
ENSMUSG00000074628	639	ENSMUSP00000129278.1	Tldc2	protein_coding
ENSMUSG00000074629	1331	ENSMUSP00000096744.2	4930518I15Rik	protein_coding
ENSMUSG00000074634	1789	ENSMUSP00000153654.1	Tmem267	protein_coding
ENSMUSG00000074635	1123	ENSMUSP00000096752.2	3110070M22Rik	protein_coding
ENSMUSG00000074637	2057	ENSMUSP00000096755.2	Sox2	protein_coding
ENSMUSG00000074639	1265	ENSMUSP00000089691.3	Rdh16f2	protein_coding
ENSMUSG00000074643	3492	ENSMUSP00000105237.2	Cpne1	protein_coding
ENSMUSG00000074646	2429	ENSMUSP00000116229.1	6430550D23Rik	protein_coding
ENSMUSG00000074647	3972	ENSMUSP00000029143.5	Fam83c	protein_coding
ENSMUSG00000074649	1615	ENSMUSP00000145349.1	BC029722	protein_coding
ENSMUSG00000074651	2377	ENSMUSP00000089721.4	Mcidas	protein_coding
ENSMUSG00000074652	6163	ENSMUSP00000090672.5	Myh7b	protein_coding
ENSMUSG00000074653	3284	ENSMUSP00000103898.1	Lrrc31	protein_coding
ENSMUSG00000074655	2120	ENSMUSP00000096773.1	Gm1527	protein_coding
ENSMUSG00000074656	2542	ENSMUSP00000096777.4	Eif2s2	protein_coding
ENSMUSG00000074657	6295	ENSMUSP00000096775.3	Kif5a	protein_coding
ENSMUSG00000074665	2420	ENSMUSP00000105379.1	Bpifb4	protein_coding
ENSMUSG00000074671	3072	ENSMUSP00000096799.2	Tspyl3	protein_coding
ENSMUSG00000074673	1797	ENSMUSP00000096803.2	Ttll9	protein_coding
ENSMUSG00000074676	1311	ENSMUSP00000096806.2	Foxs1	protein_coding
ENSMUSG00000074677	2489	ENSMUSP00000103987.1	Sirpb1c	protein_coding
ENSMUSG00000074678	293	ENSMUSP00000096809.1	Defb25	protein_coding
ENSMUSG00000074679	397	ENSMUSP00000112697.1	Defb28	protein_coding
ENSMUSG00000074680	561	ENSMUSP00000096811.1	Defb26	protein_coding
ENSMUSG00000074681	624	ENSMUSP00000096812.2	Defb23	protein_coding
ENSMUSG00000074682	3073	ENSMUSP00000096813.3	Zcchc3	protein_coding
ENSMUSG00000074695	1110	ENSMUSP00000094449.4	Il22	protein_coding
ENSMUSG00000074698	4206	ENSMUSP00000096829.3	Csnk2a1	protein_coding
ENSMUSG00000074704	1659	ENSMUSP00000136918.1	Rad21l	protein_coding
ENSMUSG00000074715	3740	ENSMUSP00000096847.2	Ccl28	protein_coding
ENSMUSG00000074720	486	ENSMUSP00000096850.1	AC140325.1	protein_coding
ENSMUSG00000074731	2734	ENSMUSP00000105540.1	Zfp345	protein_coding
ENSMUSG00000074733	4825	ENSMUSP00000145915.1	Zfp950	protein_coding
ENSMUSG00000074734	2254	ENSMUSP00000096867.2	4933416C03Rik	protein_coding
ENSMUSG00000074735	990	ENSMUSP00000075719.4	Gm21994	protein_coding
ENSMUSG00000074736	2081	ENSMUSP00000105560.1	Syndig1	protein_coding
ENSMUSG00000074737	690	ENSMUSP00000096870.1	C530025M09Rik	protein_coding
ENSMUSG00000074738	2140	ENSMUSP00000096871.2	Fndc10	protein_coding
ENSMUSG00000074739	1506	ENSMUSP00000096872.2	Gm10750	protein_coding
ENSMUSG00000074743	3723	ENSMUSP00000096877.3	Thbd	protein_coding
ENSMUSG00000074746	7076	ENSMUSP00000096880.2	Pdzd8	protein_coding
ENSMUSG00000074748	3566	ENSMUSP00000096882.2	Atxn7l3b	protein_coding
ENSMUSG00000074749	2183	ENSMUSP00000096884.2	Kiz	protein_coding
ENSMUSG00000074754	471	ENSMUSP00000132193.1	Smim26	protein_coding
ENSMUSG00000074764	2216	ENSMUSP00000113800.1	Sel1l2	protein_coding
ENSMUSG00000074766	2964	ENSMUSP00000139280.1	Ism1	protein_coding
ENSMUSG00000074768	2490	ENSMUSP00000096912.4	Bhmt	protein_coding
ENSMUSG00000074771	3167	ENSMUSP00000114440.1	Ankef1	protein_coding
ENSMUSG00000074780	426	ENSMUSP00000096931.1	Anapc15-ps	protein_coding
ENSMUSG00000074781	3867	ENSMUSP00000096932.3	Ube2n	protein_coding
ENSMUSG00000074785	7302	ENSMUSP00000096939.2	Plxnc1	protein_coding
ENSMUSG00000074793	3413	ENSMUSP00000096950.3	Hspa12b	protein_coding
ENSMUSG00000074794	4132	ENSMUSP00000124418.1	Arrdc3	protein_coding
ENSMUSG00000074796	3196	ENSMUSP00000096963.4	Slc4a11	protein_coding
ENSMUSG00000074797	1390	ENSMUSP00000099482.4	Itpa	protein_coding
ENSMUSG00000074802	6748	ENSMUSP00000096973.2	Gas2l3	protein_coding
ENSMUSG00000074807	1133	ENSMUSP00000096983.2	Gm10762	protein_coding
ENSMUSG00000074811	2696	ENSMUSP00000096991.2	Hps6	protein_coding
ENSMUSG00000074812	1246	ENSMUSP00000140478.1	Spdye4c	protein_coding
ENSMUSG00000074817	4239	ENSMUSP00000100595.1	Papolb	protein_coding
ENSMUSG00000074818	4088	ENSMUSP00000119002.1	Pdzd7	protein_coding
ENSMUSG00000074824	2981	ENSMUSP00000089111.3	Rslcan18	protein_coding
ENSMUSG00000074825	3424	ENSMUSP00000118487.1	Itpripl1	protein_coding
ENSMUSG00000074826	2067	ENSMUSP00000133647.1	Gm10767	protein_coding
ENSMUSG00000074829	2623	ENSMUSP00000137258.2	2010315B03Rik	protein_coding
ENSMUSG00000074832	2587	ENSMUSP00000134352.2	2410141K09Rik	protein_coding
ENSMUSG00000074837	714	ENSMUSP00000097015.2	Gm10770	protein_coding
ENSMUSG00000074847	1203	ENSMUSP00000097022.2	Gm10775	protein_coding
ENSMUSG00000074849	3390	ENSMUSP00000097024.2	Spata31d1c	protein_coding
ENSMUSG00000074852	1779	ENSMUSP00000097026.3	Hpse2	protein_coding
ENSMUSG00000074862	2785	ENSMUSP00000097041.3	BC025920	protein_coding
ENSMUSG00000074863	2859	ENSMUSP00000152199.1	Platr25	protein_coding
ENSMUSG00000074865	2439	ENSMUSP00000152492.1	Zfp934	protein_coding
ENSMUSG00000074867	2571	ENSMUSP00000097048.3	Zfp808	protein_coding
ENSMUSG00000074870	1442	ENSMUSP00000058359.7	Cts3	protein_coding
ENSMUSG00000074871	1905	ENSMUSP00000153101.1	Ctsm	protein_coding
ENSMUSG00000074872	1028	ENSMUSP00000097051.2	Ctxn2	protein_coding
ENSMUSG00000074873	2796	ENSMUSP00000097053.3	AI606181	protein_coding
ENSMUSG00000074874	1610	ENSMUSP00000153559.1	Ctla2b	protein_coding
ENSMUSG00000074881	2341	ENSMUSP00000100541.2	Mageb3	protein_coding
ENSMUSG00000074882	1724	ENSMUSP00000097071.3	Cyp2c68	protein_coding
ENSMUSG00000074884	3056	ENSMUSP00000123181.1	Serf2	protein_coding
ENSMUSG00000074886	2994	ENSMUSP00000001115.8	Grk6	protein_coding
ENSMUSG00000074890	3056	ENSMUSP00000106302.2	Lcmt2	protein_coding
ENSMUSG00000074892	5282	ENSMUSP00000109431.2	B3galt5	protein_coding
ENSMUSG00000074895	2131	ENSMUSP00000105630.2	Eif4e1b	protein_coding
ENSMUSG00000074896	1745	ENSMUSP00000099889.3	Ifit3	protein_coding
ENSMUSG00000074909	4575	ENSMUSP00000100503.2	Ranbp6	protein_coding
ENSMUSG00000074913	610	ENSMUSP00000097134.2	Gm815	protein_coding
ENSMUSG00000074916	2090	ENSMUSP00000099579.3	Chst14	protein_coding
ENSMUSG00000074918	3053	ENSMUSP00000150273.1	Inafm2	protein_coding
ENSMUSG00000074922	855	ENSMUSP00000097152.1	Fam122a	protein_coding
ENSMUSG00000074923	4411	ENSMUSP00000097153.3	Pak6	protein_coding
ENSMUSG00000074925	2064	ENSMUSP00000097156.3	Ptar1	protein_coding
ENSMUSG00000074928	856	ENSMUSP00000139983.1	Krtap14	protein_coding
ENSMUSG00000074934	4148	ENSMUSP00000097170.3	Grem1	protein_coding
ENSMUSG00000074939	1599	ENSMUSP00000097185.2	Chrm5	protein_coding
ENSMUSG00000074945	2976	ENSMUSP00000146418.2	Olfr1314	protein_coding
ENSMUSG00000074946	2599	ENSMUSP00000148886.1	Olfr1313	protein_coding
ENSMUSG00000074947	5345	ENSMUSP00000150415.1	Olfr1312	protein_coding
ENSMUSG00000074952	2093	ENSMUSP00000146688.1	Olfr1308	protein_coding
ENSMUSG00000074955	1815	ENSMUSP00000149215.1	Olfr1305	protein_coding
ENSMUSG00000074965	5944	ENSMUSP00000150703.1	Olfr1277	protein_coding
ENSMUSG00000074966	2418	ENSMUSP00000149730.1	Olfr1275	protein_coding
ENSMUSG00000074968	6705	ENSMUSP00000097219.3	Ano3	protein_coding
ENSMUSG00000074971	2267	ENSMUSP00000097221.3	Fibin	protein_coding
ENSMUSG00000074991	4271	ENSMUSP00000109980.2	Gabrr3	protein_coding
ENSMUSG00000074994	9037	ENSMUSP00000155882.1	Qser1	protein_coding
ENSMUSG00000074995	3706	ENSMUSP00000150660.1	Olfr201	protein_coding
ENSMUSG00000074996	2728	ENSMUSP00000150643.1	Olfr199	protein_coding
ENSMUSG00000074997	1172	ENSMUSP00000139143.1	Pin1rt1	protein_coding
ENSMUSG00000075000	1813	ENSMUSP00000097254.3	Nrbf2	protein_coding
ENSMUSG00000075002	713	ENSMUSP00000097255.1	Gm813	protein_coding
ENSMUSG00000075006	312	ENSMUSP00000097259.2	Gm10799	protein_coding
ENSMUSG00000075012	3134	ENSMUSP00000097270.3	Fjx1	protein_coding
ENSMUSG00000075014	660	ENSMUSP00000097275.1	Gm10800	protein_coding
ENSMUSG00000075015	504	ENSMUSP00000097276.3	Gm10801	protein_coding
ENSMUSG00000075023	2224	ENSMUSP00000097281.3	Accsl	protein_coding
ENSMUSG00000075024	2483	ENSMUSP00000097283.2	Gm10803	protein_coding
ENSMUSG00000075028	11678	ENSMUSP00000106905.1	Prdm11	protein_coding
ENSMUSG00000075031	508	ENSMUSP00000097294.2	Hist1h2bb	protein_coding
ENSMUSG00000075033	6436	ENSMUSP00000097296.3	Nxpe3	protein_coding
ENSMUSG00000075040	3740	ENSMUSP00000106965.1	Zfp408	protein_coding
ENSMUSG00000075044	2271	ENSMUSP00000108923.2	Slc22a29	protein_coding
ENSMUSG00000075045	1854	ENSMUSP00000097314.2	Gm4981	protein_coding
ENSMUSG00000075046	2025	ENSMUSP00000145004.1	Duxf3	protein_coding
ENSMUSG00000075054	8744	ENSMUSP00000097324.4	Yae1d1	protein_coding
ENSMUSG00000075061	2442	ENSMUSP00000150745.2	Olfr1272	protein_coding
ENSMUSG00000075062	6613	ENSMUSP00000149028.1	Olfr1271	protein_coding
ENSMUSG00000075063	3630	ENSMUSP00000150216.1	Olfr142	protein_coding
ENSMUSG00000075064	2495	ENSMUSP00000149370.1	Olfr1506	protein_coding
ENSMUSG00000075065	4982	ENSMUSP00000151124.1	Olfr1270	protein_coding
ENSMUSG00000075066	3117	ENSMUSP00000150246.1	Olfr32	protein_coding
ENSMUSG00000075068	3574	ENSMUSP00000150438.1	Olfr140	protein_coding
ENSMUSG00000075069	4311	ENSMUSP00000149126.1	Olfr1264	protein_coding
ENSMUSG00000075072	3848	ENSMUSP00000150505.1	Olfr48	protein_coding
ENSMUSG00000075073	6081	ENSMUSP00000150906.1	Olfr1256	protein_coding
ENSMUSG00000075074	2650	ENSMUSP00000107148.1	Olfr1254	protein_coding
ENSMUSG00000075075	6332	ENSMUSP00000151024.1	Olfr1253	protein_coding
ENSMUSG00000075078	4632	ENSMUSP00000149720.1	Olfr1250	protein_coding
ENSMUSG00000075079	3047	ENSMUSP00000149072.1	Olfr1249	protein_coding
ENSMUSG00000075081	6070	ENSMUSP00000107157.1	Olfr1247	protein_coding
ENSMUSG00000075084	3148	ENSMUSP00000149464.1	Olfr1243	protein_coding
ENSMUSG00000075085	2569	ENSMUSP00000149368.1	Olfr1242	protein_coding
ENSMUSG00000075086	2441	ENSMUSP00000149914.1	Olfr1241	protein_coding
ENSMUSG00000075088	1643	ENSMUSP00000150225.1	Olfr1239	protein_coding
ENSMUSG00000075090	3827	ENSMUSP00000149303.1	Olfr1234	protein_coding
ENSMUSG00000075091	1205	ENSMUSP00000149322.1	Olfr1233	protein_coding
ENSMUSG00000075092	2413	ENSMUSP00000150860.1	Olfr1232	protein_coding
ENSMUSG00000075093	3961	ENSMUSP00000150310.1	Olfr1231	protein_coding
ENSMUSG00000075094	918	ENSMUSP00000097375.1	Olfr1230	protein_coding
ENSMUSG00000075095	3594	ENSMUSP00000150537.1	Olfr1229	protein_coding
ENSMUSG00000075097	7046	ENSMUSP00000150215.1	Olfr1226	protein_coding
ENSMUSG00000075099	2294	ENSMUSP00000149046.1	Olfr1224-ps1	protein_coding
ENSMUSG00000075100	2333	ENSMUSP00000150550.1	Olfr1223	protein_coding
ENSMUSG00000075101	3796	ENSMUSP00000150144.1	Olfr1222	protein_coding
ENSMUSG00000075102	3753	ENSMUSP00000149330.1	Olfr1221	protein_coding
ENSMUSG00000075104	5865	ENSMUSP00000149573.1	Olfr1219	protein_coding
ENSMUSG00000075105	3900	ENSMUSP00000149171.1	Olfr1218	protein_coding
ENSMUSG00000075107	3667	ENSMUSP00000149441.1	Olfr1216	protein_coding
ENSMUSG00000075110	2126	ENSMUSP00000149049.1	Olfr1214	protein_coding
ENSMUSG00000075111	2612	ENSMUSP00000149096.1	Gm13762	protein_coding
ENSMUSG00000075112	4220	ENSMUSP00000150571.1	Olfr1211	protein_coding
ENSMUSG00000075113	5611	ENSMUSP00000150607.1	Olfr1209	protein_coding
ENSMUSG00000075114	2844	ENSMUSP00000149695.1	Olfr1208	protein_coding
ENSMUSG00000075115	4996	ENSMUSP00000149757.1	Olfr1200	protein_coding
ENSMUSG00000075117	3413	ENSMUSP00000149844.1	Olfr1198	protein_coding
ENSMUSG00000075119	2899	ENSMUSP00000150290.1	Olfr1197	protein_coding
ENSMUSG00000075120	4270	ENSMUSP00000149100.1	Olfr1196	protein_coding
ENSMUSG00000075121	2585	ENSMUSP00000149442.1	Olfr1195	protein_coding
ENSMUSG00000075122	3173	ENSMUSP00000156031.1	Cd80	protein_coding
ENSMUSG00000075125	3934	ENSMUSP00000150939.1	Olfr1181	protein_coding
ENSMUSG00000075127	1309	ENSMUSP00000151174.1	Olfr1179	protein_coding
ENSMUSG00000075128	2821	ENSMUSP00000153831.1	Olfr1177-ps	protein_coding
ENSMUSG00000075132	5363	ENSMUSP00000149617.1	Olfr1173	protein_coding
ENSMUSG00000075133	3355	ENSMUSP00000150142.1	Olfr1170	protein_coding
ENSMUSG00000075136	1112	ENSMUSP00000097422.2	Olfr1164	protein_coding
ENSMUSG00000075137	1611	ENSMUSP00000149399.1	Olfr1163	protein_coding
ENSMUSG00000075139	4800	ENSMUSP00000139068.1	Olfr1162	protein_coding
ENSMUSG00000075140	3048	ENSMUSP00000149472.1	Olfr73	protein_coding
ENSMUSG00000075141	6042	ENSMUSP00000148857.1	Olfr1160	protein_coding
ENSMUSG00000075142	957	ENSMUSP00000097428.1	Olfr74	protein_coding
ENSMUSG00000075143	4621	ENSMUSP00000097429.1	Olfr1157	protein_coding
ENSMUSG00000075144	3300	ENSMUSP00000151183.1	Olfr1156	protein_coding
ENSMUSG00000075145	2122	ENSMUSP00000149428.1	Olfr1155	protein_coding
ENSMUSG00000075146	2917	ENSMUSP00000149078.1	Olfr1154	protein_coding
ENSMUSG00000075148	936	ENSMUSP00000097433.1	Olfr1141	protein_coding
ENSMUSG00000075149	1611	ENSMUSP00000148941.1	Olfr1138	protein_coding
ENSMUSG00000075150	3073	ENSMUSP00000149311.1	Olfr1137	protein_coding
ENSMUSG00000075151	1067	ENSMUSP00000076681.3	Olfr1136	protein_coding
ENSMUSG00000075153	2648	ENSMUSP00000150079.1	Olfr1135	protein_coding
ENSMUSG00000075155	993	ENSMUSP00000149460.1	Olfr1133	protein_coding
ENSMUSG00000075156	936	ENSMUSP00000099684.1	Olfr1128	protein_coding
ENSMUSG00000075158	1636	ENSMUSP00000150760.1	Olfr1111	protein_coding
ENSMUSG00000075159	3159	ENSMUSP00000149495.1	Olfr1110	protein_coding
ENSMUSG00000075160	4095	ENSMUSP00000149161.1	Olfr259	protein_coding
ENSMUSG00000075161	2483	ENSMUSP00000150159.1	Olfr1109	protein_coding
ENSMUSG00000075163	4388	ENSMUSP00000150135.1	Olfr1107	protein_coding
ENSMUSG00000075164	2573	ENSMUSP00000149092.1	Olfr1106	protein_coding
ENSMUSG00000075165	3012	ENSMUSP00000149148.1	Olfr1105	protein_coding
ENSMUSG00000075166	2797	ENSMUSP00000149240.1	Olfr1104	protein_coding
ENSMUSG00000075167	3235	ENSMUSP00000151171.1	Olfr1101	protein_coding
ENSMUSG00000075168	4867	ENSMUSP00000149528.1	Olfr1099	protein_coding
ENSMUSG00000075169	2885	ENSMUSP00000107200.1	Olfr1098	protein_coding
ENSMUSG00000075170	4705	ENSMUSP00000107202.1	Olfr1097	protein_coding
ENSMUSG00000075171	927	ENSMUSP00000097459.1	Olfr1095	protein_coding
ENSMUSG00000075172	2103	ENSMUSP00000150257.1	Olfr1090	protein_coding
ENSMUSG00000075174	3861	ENSMUSP00000149439.1	Olfr1087	protein_coding
ENSMUSG00000075175	1153	ENSMUSP00000150094.1	Olfr1086	protein_coding
ENSMUSG00000075176	5191	ENSMUSP00000150258.1	Olfr1085	protein_coding
ENSMUSG00000075179	2141	ENSMUSP00000107208.2	Olfr1079	protein_coding
ENSMUSG00000075181	942	ENSMUSP00000097470.1	Olfr1066	protein_coding
ENSMUSG00000075185	942	ENSMUSP00000097474.1	Olfr1061	protein_coding
ENSMUSG00000075186	1710	ENSMUSP00000151037.1	Olfr1058	protein_coding
ENSMUSG00000075187	3249	ENSMUSP00000150623.1	Olfr1057	protein_coding
ENSMUSG00000075188	2213	ENSMUSP00000149545.1	Olfr1056	protein_coding
ENSMUSG00000075189	1444	ENSMUSP00000149219.1	Olfr1055	protein_coding
ENSMUSG00000075190	1410	ENSMUSP00000150810.1	Olfr1054	protein_coding
ENSMUSG00000075192	942	ENSMUSP00000097481.3	Olfr1053	protein_coding
ENSMUSG00000075193	2840	ENSMUSP00000150061.1	Olfr1051	protein_coding
ENSMUSG00000075194	1471	ENSMUSP00000149360.1	Olfr1049	protein_coding
ENSMUSG00000075195	2981	ENSMUSP00000150508.1	Olfr1048	protein_coding
ENSMUSG00000075196	2450	ENSMUSP00000150247.1	Olfr1047	protein_coding
ENSMUSG00000075197	2770	ENSMUSP00000148873.1	Olfr1046	protein_coding
ENSMUSG00000075198	2960	ENSMUSP00000148982.1	Olfr1045	protein_coding
ENSMUSG00000075199	2751	ENSMUSP00000150060.1	Olfr52	protein_coding
ENSMUSG00000075200	3266	ENSMUSP00000150199.1	Olfr1044	protein_coding
ENSMUSG00000075201	1824	ENSMUSP00000149716.1	Olfr1043	protein_coding
ENSMUSG00000075202	5096	ENSMUSP00000151053.1	Olfr1042	protein_coding
ENSMUSG00000075203	942	ENSMUSP00000097493.1	Olfr1040	protein_coding
ENSMUSG00000075204	4166	ENSMUSP00000149830.1	Olfr1039	protein_coding
ENSMUSG00000075205	1755	ENSMUSP00000150319.1	Olfr1037	protein_coding
ENSMUSG00000075206	984	ENSMUSP00000097496.1	Olfr1024	protein_coding
ENSMUSG00000075208	3031	ENSMUSP00000150622.1	Olfr1019	protein_coding
ENSMUSG00000075209	2738	ENSMUSP00000149631.1	Olfr1016	protein_coding
ENSMUSG00000075210	3115	ENSMUSP00000149946.1	Olfr1012	protein_coding
ENSMUSG00000075211	1572	ENSMUSP00000149868.1	Olfr1006	protein_coding
ENSMUSG00000075212	1079	ENSMUSP00000097502.2	Olfr154	protein_coding
ENSMUSG00000075214	2295	ENSMUSP00000150405.1	Olfr1002	protein_coding
ENSMUSG00000075215	2028	ENSMUSP00000150731.1	Olfr1000	protein_coding
ENSMUSG00000075217	2272	ENSMUSP00000097507.1	4833423E24Rik	protein_coding
ENSMUSG00000075218	1706	ENSMUSP00000149952.1	Olfr995	protein_coding
ENSMUSG00000075219	1648	ENSMUSP00000151122.1	Olfr994	protein_coding
ENSMUSG00000075220	945	ENSMUSP00000097510.1	Olfr993	protein_coding
ENSMUSG00000075221	2222	ENSMUSP00000149333.1	Olfr992	protein_coding
ENSMUSG00000075222	1906	ENSMUSP00000151211.1	Olfr988	protein_coding
ENSMUSG00000075223	1453	ENSMUSP00000150619.1	Olfr987	protein_coding
ENSMUSG00000075224	3860	ENSMUSP00000157165.1	Lrrc55	protein_coding
ENSMUSG00000075225	7260	ENSMUSP00000140774.2	Ccdc162	protein_coding
ENSMUSG00000075227	1281	ENSMUSP00000134031.2	Znhit2	protein_coding
ENSMUSG00000075229	1073	ENSMUSP00000125874.1	Ccdc58	protein_coding
ENSMUSG00000075232	3204	ENSMUSP00000097528.4	Amd1	protein_coding
ENSMUSG00000075249	21116	ENSMUSP00000120314.2	Fsip2	protein_coding
ENSMUSG00000075254	8161	ENSMUSP00000123686.1	Heg1	protein_coding
ENSMUSG00000075256	1623	ENSMUSP00000114325.1	Cerkl	protein_coding
ENSMUSG00000075266	4143	ENSMUSP00000148983.1	Cenpw	protein_coding
ENSMUSG00000075267	1219	ENSMUSP00000097566.2	Pjvk	protein_coding
ENSMUSG00000075269	988	ENSMUSP00000156333.1	Bex6	protein_coding
ENSMUSG00000075270	4189	ENSMUSP00000097572.3	Pde11a	protein_coding
ENSMUSG00000075271	3721	ENSMUSP00000097574.3	Ttc30a1	protein_coding
ENSMUSG00000075272	2431	ENSMUSP00000097575.3	Ttc30a2	protein_coding
ENSMUSG00000075273	2737	ENSMUSP00000097576.3	Ttc30b	protein_coding
ENSMUSG00000075284	4728	ENSMUSP00000092268.4	Wipf1	protein_coding
ENSMUSG00000075289	3968	ENSMUSP00000131624.1	Carns1	protein_coding
ENSMUSG00000075296	2141	ENSMUSP00000115356.1	Aldh3b2	protein_coding
ENSMUSG00000075297	1080	ENSMUSP00000117032.1	H60b	protein_coding
ENSMUSG00000075302	1749	ENSMUSP00000097619.2	Erich2	protein_coding
ENSMUSG00000075304	2100	ENSMUSP00000097620.2	Sp5	protein_coding
ENSMUSG00000075307	2529	ENSMUSP00000097627.3	Klhl41	protein_coding
ENSMUSG00000075316	9840	ENSMUSP00000097642.2	Scn9a	protein_coding
ENSMUSG00000075318	8935	ENSMUSP00000028377.7	Scn2a	protein_coding
ENSMUSG00000075324	9734	ENSMUSP00000122855.2	Fign	protein_coding
ENSMUSG00000075327	3226	ENSMUSP00000097656.2	Zbtb2	protein_coding
ENSMUSG00000075334	1460	ENSMUSP00000097667.2	Rprm	protein_coding
ENSMUSG00000075370	870	ENSMUSP00000097713.3	Igll1	protein_coding
ENSMUSG00000075376	8948	ENSMUSP00000108556.1	Rc3h2	protein_coding
ENSMUSG00000075377	4059	ENSMUSP00000150852.1	Olfr362	protein_coding
ENSMUSG00000075378	2749	ENSMUSP00000149234.1	Olfr361	protein_coding
ENSMUSG00000075379	4962	ENSMUSP00000150781.1	Olfr358	protein_coding
ENSMUSG00000075380	3610	ENSMUSP00000151206.1	Olfr355	protein_coding
ENSMUSG00000075382	4173	ENSMUSP00000149378.1	Olfr353	protein_coding
ENSMUSG00000075383	3426	ENSMUSP00000149369.1	Olfr351	protein_coding
ENSMUSG00000075384	2018	ENSMUSP00000149118.1	Olfr3	protein_coding
ENSMUSG00000075387	6634	ENSMUSP00000150801.1	Olfr341	protein_coding
ENSMUSG00000075394	2121	ENSMUSP00000133561.1	Hoxc4	protein_coding
ENSMUSG00000075395	3052	ENSMUSP00000116904.2	A630010A05Rik	protein_coding
ENSMUSG00000075402	2312	ENSMUSP00000097754.1	Krt76	protein_coding
ENSMUSG00000075405	1501	ENSMUSP00000097765.2	9430097D07Rik	protein_coding
ENSMUSG00000075408	1947	ENSMUSP00000153762.1	6030408B16Rik	protein_coding
ENSMUSG00000075410	1227	ENSMUSP00000136058.1	Prcd	protein_coding
ENSMUSG00000075415	8469	ENSMUSP00000109188.1	Fnbp1	protein_coding
ENSMUSG00000075419	2104	ENSMUSP00000097792.3	Dolk	protein_coding
ENSMUSG00000075420	978	ENSMUSP00000133699.1	Smim6	protein_coding
ENSMUSG00000075425	629	ENSMUSP00000109441.2	Gm13547	protein_coding
ENSMUSG00000075427	2083	ENSMUSP00000132237.1	Olfr288	protein_coding
ENSMUSG00000075465	1536	ENSMUSP00000097867.2	Gm10837	protein_coding
