dnovemcinctus	mdomestica	ggallus	xtropicalis	drerio	olatipes	pmarinus	eburgeri	cintestinalis	dmelanogaster	celegans
ENSMUSG00000071528	ENSDNOG00000013833	ENSMODG00000025729	0	0	0	0	0	0	0	0	0
ENSMUSG00000071531	ENSDNOG00000016039	ENSMODG00000002697	ENSGALG00000002048	ENSXETG00000018377	ENSDARG00000104084	ENSORLG00000030593	0	0	0	0	0
ENSMUSG00000071533	0	ENSMODG00000001943	ENSGALG00000015330	ENSXETG00000021365	0	ENSORLG00000003737	0	ENSEBUG00000012637	0	0	0
ENSMUSG00000071537	ENSDNOG00000046939	ENSMODG00000013737	0	0	0	0	0	0	0	0	0
ENSMUSG00000071540	ENSDNOG00000049753	ENSMODG00000002335	ENSGALG00000027353	0	0	ENSORLG00000030035	0	0	0	0	0
ENSMUSG00000071547	ENSDNOG00000047591	ENSMODG00000011341	ENSGALG00000035596	ENSXETG00000013678	0	0	ENSPMAG00000007207	0	0	0	0
ENSMUSG00000071550	0	ENSMODG00000018147	ENSGALG00000042577	0	0	ENSORLG00000014951	0	ENSEBUG00000016466	ENSCING00000000371	FBgn0083960	0
ENSMUSG00000071551	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071552	ENSDNOG00000042420	ENSMODG00000025557	0	0	0	0	0	0	0	0	0
ENSMUSG00000071553	0	ENSMODG00000025458	ENSGALG00000008048	0	0	ENSORLG00000000965	0	0	0	0	0
ENSMUSG00000071561	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071562	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071573	0	ENSMODG00000016507	ENSGALG00000029829	ENSXETG00000009272	ENSDARG00000012453	ENSORLG00000020708	ENSPMAG00000002303	ENSEBUG00000014410	0	0	0
ENSMUSG00000071586	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071604	ENSDNOG00000004848	ENSMODG00000002869	ENSGALG00000015110	ENSXETG00000033309	ENSDARG00000099946	0	ENSPMAG00000008516	0	0	0	0
ENSMUSG00000071613	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071629	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071632	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071633	ENSDNOG00000044808	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071636	ENSDNOG00000048036	ENSMODG00000017663	0	0	0	0	0	0	0	0	0
ENSMUSG00000071637	ENSDNOG00000025666	ENSMODG00000010525	ENSGALG00000040180	ENSXETG00000004850	ENSDARG00000087303	ENSORLG00000022254	0	ENSEBUG00000001361	0	0	0
ENSMUSG00000071644	0	0	0	ENSXETG00000026372	ENSDARG00000056119	ENSORLG00000003130	ENSPMAG00000007383	ENSEBUG00000015009	0	FBgn0029176	WBGene00008920
ENSMUSG00000071645	ENSDNOG00000038908	ENSMODG00000007710	0	ENSXETG00000005640	ENSDARG00000057321	ENSORLG00000004342	ENSPMAG00000005825	ENSEBUG00000014170	0	0	0
ENSMUSG00000071646	ENSDNOG00000016309	ENSMODG00000007730	ENSGALG00000030998	ENSXETG00000005633	0	0	0	0	0	0	0
ENSMUSG00000071647	ENSDNOG00000034127	ENSMODG00000007770	ENSGALG00000037549	ENSXETG00000005628	ENSDARG00000058038	ENSORLG00000011743	0	0	0	0	0
ENSMUSG00000071648	ENSDNOG00000034552	ENSMODG00000007785	0	ENSXETG00000005582	0	0	0	0	0	0	0
ENSMUSG00000071649	ENSDNOG00000046900	ENSMODG00000007801	0	ENSXETG00000005581	ENSDARG00000001939	ENSORLG00000005604	ENSPMAG00000006525	ENSEBUG00000014812	0	FBgn0066114	0
ENSMUSG00000071650	ENSDNOG00000016317	ENSMODG00000007869	0	ENSXETG00000005580	0	ENSORLG00000002721	ENSPMAG00000003622	ENSEBUG00000008019	0	0	0
ENSMUSG00000071652	ENSDNOG00000047221	ENSMODG00000007879	ENSGALG00000054017	ENSXETG00000005479	ENSDARG00000077943	ENSORLG00000002659	ENSPMAG00000007000	ENSEBUG00000008149	0	FBgn0038168	WBGene00013075
ENSMUSG00000071653	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071654	ENSDNOG00000002774	ENSMODG00000011952	0	0	0	0	0	0	0	0	0
ENSMUSG00000071655	ENSDNOG00000002776	ENSMODG00000011960	0	ENSXETG00000005477	ENSDARG00000090309	ENSORLG00000002779	ENSPMAG00000007795	ENSEBUG00000010748	ENSCING00000007441	FBgn0035830	WBGene00017733
ENSMUSG00000071656	0	ENSMODG00000007887	0	ENSXETG00000006020	0	ENSORLG00000002917	0	ENSEBUG00000013936	0	0	0
ENSMUSG00000071657	0	ENSMODG00000007922	0	ENSXETG00000006021	0	0	0	ENSEBUG00000014621	ENSCING00000024581	FBgn0040336	WBGene00019808
ENSMUSG00000071658	ENSDNOG00000006502	ENSMODG00000007929	0	ENSXETG00000031380	ENSDARG00000009553	ENSORLG00000024081	0	ENSEBUG00000014878	0	0	0
ENSMUSG00000071659	ENSDNOG00000006508	ENSMODG00000007941	ENSGALG00000049136	ENSXETG00000006015	ENSDARG00000056830	ENSORLG00000024574	0	0	0	0	0
ENSMUSG00000071660	ENSDNOG00000006523	ENSMODG00000007947	0	ENSXETG00000006013	ENSDARG00000007025	ENSORLG00000002806	0	0	0	0	0
ENSMUSG00000071661	0	ENSMODG00000007952	0	ENSXETG00000006025	ENSDARG00000036235	ENSORLG00000025026	0	0	0	0	0
ENSMUSG00000071662	ENSDNOG00000043426	ENSMODG00000007984	0	ENSXETG00000006022	ENSDARG00000056127	ENSORLG00000003154	0	ENSEBUG00000000439	ENSCING00000004991	FBgn0051155	WBGene00021845
ENSMUSG00000071665	ENSDNOG00000019290	ENSMODG00000013351	0	ENSXETG00000021565	ENSDARG00000004864	ENSORLG00000019674	0	0	0	0	0
ENSMUSG00000071669	ENSDNOG00000013594	ENSMODG00000004747	ENSGALG00000039855	ENSXETG00000005543	ENSDARG00000077317	ENSORLG00000027577	ENSPMAG00000006209	ENSEBUG00000016844	0	0	0
ENSMUSG00000071679	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071686	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071691	0	0	0	0	ENSDARG00000075203	ENSORLG00000024657	0	0	0	0	0
ENSMUSG00000071708	ENSDNOG00000036639	ENSMODG00000007897	ENSGALG00000016379	ENSXETG00000003857	ENSDARG00000008155	ENSORLG00000006393	0	ENSEBUG00000000662	ENSCING00000002827	FBgn0036272	0
ENSMUSG00000071711	ENSDNOG00000044798	ENSMODG00000000716	ENSGALG00000040840	ENSXETG00000016054	0	0	0	0	0	0	0
ENSMUSG00000071713	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071714	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071715	ENSDNOG00000004194	ENSMODG00000000769	ENSGALG00000038141	ENSXETG00000009374	ENSDARG00000040812	ENSORLG00000010611	0	ENSEBUG00000014912	0	0	0
ENSMUSG00000071716	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071719	ENSDNOG00000034799	ENSMODG00000004643	ENSGALG00000041437	ENSXETG00000033673	ENSDARG00000060152	0	0	0	0	0	0
ENSMUSG00000071722	ENSDNOG00000018980	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071723	ENSDNOG00000011822	0	0	0	0	0	0	ENSEBUG00000004339	0	0	0
ENSMUSG00000071724	0	ENSMODG00000024098	0	ENSXETG00000031246	ENSDARG00000059811	ENSORLG00000007890	0	0	0	0	0
ENSMUSG00000071726	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071738	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071745	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071748	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071749	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071757	ENSDNOG00000018935	0	ENSGALG00000043827	ENSXETG00000023182	0	0	0	0	0	0	0
ENSMUSG00000071764	0	0	ENSGALG00000041229	0	0	0	0	0	0	0	0
ENSMUSG00000071766	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071767	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071769	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071770	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071771	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071772	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071773	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071788	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071815	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071816	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071847	ENSDNOG00000038547	ENSMODG00000021440	ENSGALG00000050840	ENSXETG00000026893	0	ENSORLG00000004124	0	0	ENSCING00000011767	0	0
ENSMUSG00000071855	ENSDNOG00000007221	ENSMODG00000015716	ENSGALG00000045092	ENSXETG00000011297	0	ENSORLG00000004928	ENSPMAG00000001969	0	ENSCING00000012472	0	0
ENSMUSG00000071856	ENSDNOG00000017386	ENSMODG00000015629	ENSGALG00000000208	ENSXETG00000021515	ENSDARG00000105237	0	0	0	0	0	0
ENSMUSG00000071858	ENSDNOG00000013950	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071860	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071862	ENSDNOG00000016052	ENSMODG00000012055	ENSGALG00000002455	0	ENSDARG00000071374	ENSORLG00000007202	0	0	0	0	0
ENSMUSG00000071866	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071890	ENSDNOG00000004812	ENSMODG00000003593	0	0	0	0	0	0	0	0	0
ENSMUSG00000071893	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071909	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071937	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071984	ENSDNOG00000033834	ENSMODG00000007540	ENSGALG00000011663	ENSXETG00000032049	ENSDARG00000002847	ENSORLG00000013281	ENSPMAG00000006620	0	0	0	0
ENSMUSG00000072049	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072066	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072082	ENSDNOG00000007167	ENSMODG00000015778	ENSGALG00000038502	ENSXETG00000012459	ENSDARG00000105046	ENSORLG00000008171	ENSPMAG00000006831	ENSEBUG00000010118	0	0	0
ENSMUSG00000072100	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072115	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072145	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072188	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072214	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072235	0	0	ENSGALG00000037953	ENSXETG00000011186	ENSDARG00000001889	ENSORLG00000028803	0	ENSEBUG00000008069	0	0	0
ENSMUSG00000072244	ENSDNOG00000038027	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072249	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072258	ENSDNOG00000042501	ENSMODG00000004705	ENSGALG00000009441	ENSXETG00000015037	ENSDARG00000052471	ENSORLG00000012043	ENSPMAG00000008285	ENSEBUG00000012523	ENSCING00000003594	0	0
ENSMUSG00000072259	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072294	ENSDNOG00000004888	ENSMODG00000000863	ENSGALG00000016926	ENSXETG00000004714	ENSDARG00000032197	ENSORLG00000011224	ENSPMAG00000001851	ENSEBUG00000007726	0	0	0
ENSMUSG00000072295	ENSDNOG00000003786	ENSMODG00000015242	0	0	0	0	0	0	0	0	0
ENSMUSG00000072419	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072423	ENSDNOG00000048021	ENSMODG00000024444	0	ENSXETG00000022638	0	ENSORLG00000022851	0	0	0	0	0
ENSMUSG00000072437	ENSDNOG00000048482	ENSMODG00000009319	ENSGALG00000027980	ENSXETG00000024565	ENSDARG00000109337	ENSORLG00000027849	ENSPMAG00000010329	ENSEBUG00000002646	0	0	0
ENSMUSG00000072473	ENSDNOG00000047755	ENSMODG00000025005	0	ENSXETG00000030766	ENSDARG00000069363	0	0	0	0	0	0
ENSMUSG00000072476	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072479	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072487	ENSDNOG00000049108	ENSMODG00000000627	0	0	0	0	0	0	0	0	0
ENSMUSG00000072494	ENSDNOG00000024325	ENSMODG00000004543	0	ENSXETG00000034034	0	ENSORLG00000009546	0	ENSEBUG00000015831	0	0	0
ENSMUSG00000072501	ENSDNOG00000009433	0	ENSGALG00000033205	ENSXETG00000023046	ENSDARG00000017427	0	ENSPMAG00000003707	ENSEBUG00000007547	0	0	0
ENSMUSG00000072511	0	0	ENSGALG00000039224	0	0	0	0	0	0	0	0
ENSMUSG00000072553	ENSDNOG00000024656	0	ENSGALG00000024428	ENSXETG00000030738	ENSDARG00000101393	ENSORLG00000001844	ENSPMAG00000002364	0	0	0	0
ENSMUSG00000072568	ENSDNOG00000005070	ENSMODG00000024442	0	ENSXETG00000004804	0	0	ENSPMAG00000010120	0	0	0	0
ENSMUSG00000072571	ENSDNOG00000035380	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072572	ENSDNOG00000019965	ENSMODG00000006830	0	ENSXETG00000001746	0	0	0	0	0	0	0
ENSMUSG00000072575	ENSDNOG00000041158	ENSMODG00000024492	0	0	0	0	0	0	0	0	0
ENSMUSG00000072582	ENSDNOG00000031122	ENSMODG00000024517	ENSGALG00000005150	ENSXETG00000010737	ENSDARG00000077339	ENSORLG00000012183	0	ENSEBUG00000003900	ENSCING00000002435	0	0
ENSMUSG00000072584	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072595	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072596	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072598	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072601	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072605	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072612	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072620	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072623	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072624	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072625	0	ENSMODG00000002075	ENSGALG00000005981	ENSXETG00000011956	ENSDARG00000059173	ENSORLG00000020287	0	0	0	0	0
ENSMUSG00000072640	ENSDNOG00000047133	ENSMODG00000023188	ENSGALG00000041802	ENSXETG00000033519	ENSDARG00000075528	ENSORLG00000024775	ENSPMAG00000000679	0	0	0	0
ENSMUSG00000072647	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072662	ENSDNOG00000025479	ENSMODG00000025302	ENSGALG00000026372	ENSXETG00000033374	0	ENSORLG00000023831	0	0	0	0	0
ENSMUSG00000072663	ENSDNOG00000003121	ENSMODG00000020370	ENSGALG00000023552	ENSXETG00000025359	ENSDARG00000098330	ENSORLG00000003349	ENSPMAG00000002646	ENSEBUG00000015572	ENSCING00000019931	0	0
ENSMUSG00000072664	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072672	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072673	0	0	0	0	0	0	0	0	0	0	WBGene00021161
ENSMUSG00000072674	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072675	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072676	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072680	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072693	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072694	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072704	ENSDNOG00000045867	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072707	ENSDNOG00000046196	ENSMODG00000009038	0	0	0	0	0	0	0	0	0
ENSMUSG00000072708	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072709	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072718	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072720	ENSDNOG00000033971	ENSMODG00000010527	ENSGALG00000045218	ENSXETG00000001517	0	ENSORLG00000001168	0	ENSEBUG00000013773	0	0	0
ENSMUSG00000072722	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072726	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072738	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072739	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072754	ENSDNOG00000034515	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072762	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072763	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072770	ENSDNOG00000042457	ENSMODG00000018101	ENSGALG00000048620	ENSXETG00000030464	0	0	0	ENSEBUG00000004287	0	0	0
ENSMUSG00000072772	ENSDNOG00000012015	0	ENSGALG00000014555	ENSXETG00000023908	ENSDARG00000030038	ENSORLG00000024125	ENSPMAG00000001778	0	0	FBgn0031403	0
ENSMUSG00000072774	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072778	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072780	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072791	ENSDNOG00000004952	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072812	0	ENSMODG00000013809	ENSGALG00000011687	ENSXETG00000033234	0	0	0	0	0	0	0
ENSMUSG00000072813	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072814	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072821	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072822	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072825	ENSDNOG00000037988	ENSMODG00000013774	0	ENSXETG00000002232	0	0	ENSPMAG00000007243	0	0	0	0
ENSMUSG00000072845	ENSDNOG00000024478	ENSMODG00000020746	0	0	0	0	0	0	0	0	0
ENSMUSG00000072849	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072872	ENSDNOG00000034094	ENSMODG00000003921	ENSGALG00000033025	ENSXETG00000015914	0	ENSORLG00000030260	0	0	0	0	0
ENSMUSG00000072875	0	ENSMODG00000003902	ENSGALG00000054150	ENSXETG00000031117	0	0	0	0	0	0	0
ENSMUSG00000072878	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072888	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072889	ENSDNOG00000037969	ENSMODG00000020621	ENSGALG00000014138	ENSXETG00000009836	ENSDARG00000070127	ENSORLG00000021945	ENSPMAG00000002716	ENSEBUG00000009890	ENSCING00000011426	FBgn0035518	0
ENSMUSG00000072905	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072915	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072919	0	ENSMODG00000005406	0	ENSXETG00000001302	ENSDARG00000027538	0	0	0	ENSCING00000001426	0	WBGene00010924
ENSMUSG00000072923	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072930	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072931	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072934	ENSDNOG00000005639	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072941	ENSDNOG00000024793	ENSMODG00000000474	ENSGALG00000018557	ENSXETG00000002122	0	ENSORLG00000019434	0	ENSEBUG00000002965	0	0	0
ENSMUSG00000072944	ENSDNOG00000001467	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072945	ENSDNOG00000040915	0	0	0	ENSDARG00000070535	ENSORLG00000029408	0	0	0	0	0
ENSMUSG00000072946	ENSDNOG00000037646	ENSMODG00000006640	ENSGALG00000009269	ENSXETG00000000953	ENSDARG00000070673	ENSORLG00000011194	ENSPMAG00000009639	ENSEBUG00000016193	ENSCING00000005164	0	WBGene00010911
ENSMUSG00000072949	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072955	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072963	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072964	ENSDNOG00000014132	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072966	ENSDNOG00000019871	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072968	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072969	ENSDNOG00000014556	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072972	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072974	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072980	ENSDNOG00000040921	ENSMODG00000025736	ENSGALG00000008579	0	ENSDARG00000093597	ENSORLG00000009583	0	0	0	0	0
ENSMUSG00000072983	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072995	ENSDNOG00000038026	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073001	ENSDNOG00000000339	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073002	ENSDNOG00000039900	0	0	0	ENSDARG00000068262	0	0	0	0	0	0
ENSMUSG00000073006	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073007	0	ENSMODG00000014584	ENSGALG00000007157	ENSXETG00000030346	ENSDARG00000062830	0	0	0	0	0	0
ENSMUSG00000073008	ENSDNOG00000031576	ENSMODG00000022863	0	0	0	0	0	0	0	0	0
ENSMUSG00000073010	0	0	ENSGALG00000004127	0	0	0	0	0	0	0	0
ENSMUSG00000073012	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073016	ENSDNOG00000031281	ENSMODG00000027579	ENSGALG00000007793	ENSXETG00000004579	ENSDARG00000035549	ENSORLG00000006109	ENSPMAG00000002728	ENSEBUG00000008058	ENSCING00000002560	FBgn0035639	WBGene00008131
ENSMUSG00000073027	ENSDNOG00000048964	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073043	ENSDNOG00000018799	ENSMODG00000019270	0	ENSXETG00000023279	ENSDARG00000055294	ENSORLG00000004876	0	ENSEBUG00000012542	0	0	0
ENSMUSG00000073052	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073062	ENSDNOG00000007340	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073063	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073069	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073077	ENSDNOG00000014764	ENSMODG00000021114	ENSGALG00000016268	ENSXETG00000005341	0	0	0	0	ENSCING00000011424	0	0
ENSMUSG00000073079	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073085	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073094	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073096	ENSDNOG00000038359	ENSMODG00000003592	ENSGALG00000053116	ENSXETG00000031212	ENSDARG00000077357	ENSORLG00000007446	0	0	ENSCING00000007981	0	0
ENSMUSG00000073102	ENSDNOG00000038749	ENSMODG00000015797	ENSGALG00000016591	ENSXETG00000003329	ENSDARG00000042182	0	ENSPMAG00000004233	0	ENSCING00000008097	FBgn0030004	0
ENSMUSG00000073110	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073111	ENSDNOG00000034544	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073116	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073117	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073119	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073125	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073130	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073131	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073139	ENSDNOG00000011864	ENSMODG00000005605	ENSGALG00000009139	ENSXETG00000007744	ENSDARG00000044327	ENSORLG00000008310	0	ENSEBUG00000002599	0	0	0
ENSMUSG00000073158	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073173	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073176	ENSDNOG00000043375	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073177	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073197	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073207	ENSDNOG00000037184	ENSMODG00000025298	0	0	0	0	0	0	0	0	0
ENSMUSG00000073208	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073209	ENSDNOG00000001139	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073234	0	ENSMODG00000024066	ENSGALG00000032592	0	0	0	0	0	0	0	0
ENSMUSG00000073243	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073245	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073247	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073255	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073257	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073267	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073290	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073291	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073293	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073294	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073295	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073375	0	ENSMODG00000010621	0	0	ENSDARG00000029710	0	ENSPMAG00000008592	0	ENSCING00000013723	FBgn0032749	0
ENSMUSG00000073380	ENSDNOG00000034604	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073386	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073396	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073399	ENSDNOG00000036692	ENSMODG00000023828	0	0	0	0	0	0	0	0	0
ENSMUSG00000073400	0	ENSMODG00000016017	0	0	0	0	0	0	0	0	0
ENSMUSG00000073402	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073407	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073408	ENSDNOG00000036579	ENSMODG00000015837	0	0	0	0	0	0	0	0	0
ENSMUSG00000073409	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073411	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073412	ENSDNOG00000019896	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073413	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073414	ENSDNOG00000032598	ENSMODG00000015252	0	0	0	0	0	0	0	0	0
ENSMUSG00000073418	ENSDNOG00000048858	ENSMODG00000014979	ENSGALG00000032231	ENSXETG00000005203	0	0	0	0	0	0	0
ENSMUSG00000073421	ENSDNOG00000005002	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073422	0	ENSMODG00000014232	0	ENSXETG00000020365	ENSDARG00000001169	ENSORLG00000006546	0	ENSEBUG00000016915	0	FBgn0029648	0
ENSMUSG00000073423	ENSDNOG00000025224	ENSMODG00000003619	ENSGALG00000024378	0	ENSDARG00000079229	ENSORLG00000000180	0	ENSEBUG00000007839	0	0	0
ENSMUSG00000073424	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073427	ENSDNOG00000039347	ENSMODG00000005289	0	0	0	0	0	0	0	0	0
ENSMUSG00000073433	0	ENSMODG00000016657	0	0	ENSDARG00000004034	0	0	0	0	0	0
